vd_id,vd_title,create_time,author,likes,shares,collects,img_url
7466669809963404602,#3到6岁儿童益智早教动画 #0到3岁早教儿歌 #搞笑视频 #小朋友都爱看 #0到3岁幼儿早教益智动画大全,2025-02-02 12:12:30,琪琪玩具屋,11731,136,4295,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015c000-ce/ocfnRM9MArDnAeHEi8FCPQjLE0GwQwCzvFCeOA~tplv-dy-360p.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250417092221D4C4C31ABC0F0858552A&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=origin_cover&se=false&x-expires=1746061200&x-signature=7ghWFSpo45AZwG3R1JhWuu%2BeyZU%3D
7408436960856902962,#适合三四岁儿童看的早教动画片推荐 #少儿益智动漫推荐 #亲子互动 #儿童启蒙早教益智动画片 #少儿动画片推荐,2024-08-29 13:59:19,兔舞舞,58543,423,26536,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/o8AmBgWEEZHF22HAxgeQ08P694hzDADtAfNQiC~tplv-dy-360p.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250417092221D4C4C31ABC0F0858552A&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=origin_cover&se=false&x-expires=1746061200&x-signature=BG01gzmy8KVAValKVYGig4plFzk%3D
7471954077539192124,儿童小朋友爱看的视频 #3到6岁儿童益智早教动画 #搞笑#儿童动画 #二次元 #童年动画,2025-02-16 17:58:07,岳岳,71567,408,26934,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015c000-ce/ocBZEKfBeIwsevzAvtyF62ENxCrAkisWiAn7Iw~tplv-dy-360p.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250417092221D4C4C31ABC0F0858552A&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=origin_cover&se=false&x-expires=1746061200&x-signature=CSSLckg0Iaxaqy%2FWempwE%2FfJrCY%3D
7435611356994358578,#儿童启蒙早教益智动画片 #少儿益智动漫推荐 #启蒙早教 #儿童益智,2024-11-10 19:29:55,小兔益智动画,11792,158,5567,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/ogfWMSxEYCBF9fsQDQuN0GANMXeAnOCUDB7hEp~tplv-dy-360p.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250417092221D4C4C31ABC0F0858552A&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=origin_cover&se=false&x-expires=1746061200&x-signature=lEZNnsUPzEJj5PVxHJmX0ezMNko%3D
7474156835767913785,#3到6岁儿童益智早教动画 #儿童爱看的动画片 #老外真会玩 #看一遍笑一遍 #搞笑,2025-02-22 16:25:57,用户1490743346229,48004,457,20500,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015c000-ce/oMQh5AV6w8BZPEIPCcFfJCgkuiCYfqIf7pDhBQ~tplv-dy-360p.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250417092221D4C4C31ABC0F0858552A&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=origin_cover&se=false&x-expires=1746061200&x-signature=Qf0Gsh8CH8SnJb8d18uhEareJiE%3D
7494050375798426419,无描述,未知时间,无所谓,0,0,0,
7494045294443629347,无描述,未知时间,超级宝贝JOJO,0,0,0,
7494040799647124234,无描述,未知时间,开心吖★,0,0,0,
7494064021851687680,无描述,未知时间,哪吒宝贝,0,0,0,
7470087542017133883,快来救火吧！#奥特曼 #小猪佩奇 #海绵宝宝 #爱莎公主 #益智动画,2025-02-11,萌娃讲故事,400,0,0,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015c000-ce/owJFQg87CBfiIdGIJcgLeVhPIeKiPnICQDjyWA~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=327834062&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=true&sh=323_430&x-expires=2060211600&x-signature=rBv7rhD6C7uTseu%2FoL4BqAQpn2w%3D
7132731670007926052,蓝色的爱莎公主和粉色的小猪佩奇彩泥大比拼，玩具多多你喜欢哪个 #少女心 #解压 #彩泥,2022-08-17,希希的玩具,442,0,0,https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/cce30dcc4eb200a3d29a97e034b9e1f3~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2060211600&x-signature=EqcJ5PJ80TofFyzRuY1qOkZF1b0%3D
7375523095110503715,#小猪佩奇 #艾莎 #儿童动画,2024-06-01,豆丸,256,0,0,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/owDBWmNAVxLD36eDBxh9zSf8AAAFbHEmgEaI8M~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=327834062&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=true&sh=323_430&x-expires=2060211600&x-signature=53JiYqyAuDe9%2F9pPsuUBLO9hW2I%3D
7370999755213655337,#儿童动画 #小猪佩奇 #艾莎公主,2024-05-20,小舞兔宝,134,0,0,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/oM8Q0kEaIE4vfklAwGmAWDnBSQq1NOQfgAGFy9~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=327834062&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=true&sh=323_430&x-expires=2060211600&x-signature=dho6kiTWYyI8uvqgWy60%2FldwL%2BU%3D
7380296331996220724,#儿童动画 #艾莎 #小猪佩奇,2024-06-14,豆丸,353,0,0,https://p9-pc-sign.douyinpic.com/tos-cn-p-0015/oUG22uf7yIUyBKDBEMCApiDhFefDACNv7QQYJ4~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=327834062&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=true&sh=323_430&x-expires=2060211600&x-signature=jhZVygMaDxwvPOu8B0HfuNh4wAA%3D
7374389703652429091,#儿童动画 #艾莎 #小猪佩奇,2024-05-29,豆丸,165,0,0,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/osZyA9NcPBWOIl5EOgvwXGOGliYAKiBB1zQIM~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=327834062&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=true&sh=323_430&x-expires=2060211600&x-signature=zx4wvsoYSzZRgIVIZULeuvhybHI%3D
7359862351526448425,#爱莎#小猪佩奇,2024-04-20,瑶瑶优选,27,0,0,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/ogfI7eh6An9IjNNGiI8RgvQD9AXNEUAbAgBmP3~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=327834062&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=true&sh=323_430&x-expires=2060211600&x-signature=K%2FFrmtoyidX17z7vAOU9t%2FgOtrc%3D
6933744821248983565,佩奇差点被陌生人带走，幸好艾莎公主及时阻止,2021-02-27,讀書即救赎,24,0,0,https://p3-sign.bdxiguaimg.com/tos-cn-i-0004/ad98c174aa104284b4f703b31d73239d~tplv-pk90l89vgd-crop-center:864:486.jpeg?appId=6383&biz_tag=video1609_custom%2Fnone&card_type=230&channelId=0&column_n=0&customType=custom%2Fnone&from=401_large_image_list&imageType=video1609&isImmersiveScene=0&is_stream=0&lk3s=9d3f5bff&logId=2025041709230343B8444C8A66C95A4E5D&requestFrom=401&x-expires=1776388984&x-signature=6Cbc7Hky6eWXYmtBWales1aIm8w%3D
7123139410492771595,春暖花开，奔你而来～#冰雪奇缘 #迪士尼公主 #安娜 #可爱一击 #这谁顶得住啊 ,2022-07-22 18:18:58,艾莎公主👸🏻👑,55097,4602,24132,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/51c97de90fa24faf9b39693f79ac03c4_1658485142~tplv-dy-360p.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=202504170923055F7C28CA292F0058E96C&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=origin_cover&se=false&x-expires=1746061200&x-signature=xVqdySX5p9hW0vMMX45TNiX6woE%3D
7369890338594393378,#小猪佩奇儿童视频3-6岁 #爱莎公主 #冰雪女王动画片 #萌娃动画片 #小猪佩奇动画片,2024-05-17 16:58:40,漫画丸子酱,141,3,70,https://p9-pc-sign.douyinpic.com/tos-cn-p-0015/oIRAMBDxIGn89RgUvsP8eZOAbEDCimQAOPQ2Bf~tplv-dy-360p.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=202504170923055F7C28CA292F0058E96C&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=origin_cover&se=false&x-expires=1746061200&x-signature=5UN4eo5rGUBxl2QwuTDiQDNbUoc%3D
7377247100314176787,#儿童启蒙早教益智动画片 今天的爱莎和他的好朋友小猪佩奇一起踩泥坑啦#爱莎公主 #少儿动画片推荐 #小猪佩奇动画片 #益智少儿动画片推荐,2024-06-06 12:46:38,益智类玩具,62,4,17,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/oUfPz6AlDIfC0OeZAgC2QPQherDl1EC0xG02hL~tplv-dy-360p.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=202504170923055F7C28CA292F0058E96C&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=origin_cover&se=false&x-expires=1746061200&x-signature=XA3C6%2FYstEoluCksk6Ry2GPKiLg%3D
7382515210151529768,#小猪佩奇儿童视频3-6岁 #爱莎公主 #萌娃动画片 #冰雪女王动画片 #小猪佩奇动画片,2024-06-20 17:29:34,漫画丸子酱,165,14,75,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/oIDzeGJzQCH5PQERof79BKwBcZ0YfAUzDMAxFM~tplv-dy-360p.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=202504170923055F7C28CA292F0058E96C&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=origin_cover&se=false&x-expires=1746061200&x-signature=WttJZZHwPMbxH4L1tnG6vADdmN8%3D
7362409320266353954,"一千个绘本故事📚冰雪奇缘益智晚安故事
#爱莎公主 #冰雪奇缘 #绘本故事 #童话故事 #儿童睡前故事",2024-04-27 13:08:33,萝卜和妈妈读绘本,1149,77,649,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/oMWltAzFQiEAFfeWzZL1JBNAgICsBjTIR3Jkhi~tplv-dy-360p.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=202504170923055F7C28CA292F0058E96C&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=origin_cover&se=false&x-expires=1746061200&x-signature=TyapIVZgy%2BvwcN7rRjh%2FPGjWcb4%3D
7371024507349323008,#小猪佩奇儿童视频3-6岁 #爱莎公主 #冰雪女王动画片 #萌娃动画片 #小猪佩奇动画片,2024-05-20 18:19:54,漫画丸子酱,70,4,39,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/oQ8IxivSZ1wIAOHIsQcQBuPwlAJzkLqlIjAiB~tplv-dy-360p.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=202504170923055F7C28CA292F0058E96C&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=origin_cover&se=false&x-expires=1746061200&x-signature=F2AiohOeUpHLQzdnU3GqlzXIB%2BM%3D
7463707209667464505,#冰雪奇缘爱莎公主  #小猪佩奇  #海绵宝宝#小猪佩奇,2025-01-25 12:36:09,画中画,41,2,14,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015c000-ce/okKNBfp4BEKziAUAVUiajxIjyCeIZzEw3oecUA~tplv-dy-360p.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=202504170923055F7C28CA292F0058E96C&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=origin_cover&se=false&x-expires=1746061200&x-signature=5ONuGfaLX45wf1jO25FCow2JNiY%3D
7493397549911657728,#爱莎公主 #冰雪奇缘 #3-6岁挖掘机动画视频 #哪吒敖丙,2025-04-15 16:30:00,旺旺小仙,160,1,105,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/ok8cQLG8sHEUiIoHM9IIcpIA5AlAdesFefeAev~tplv-dy-360p.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=202504170923055F7C28CA292F0058E96C&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=origin_cover&se=false&x-expires=1746061200&x-signature=xYO5q%2BvTLrAtPCnap6DMTrTvYWQ%3D
7371353601882606863,#小猪佩奇儿童视频3-6岁 #爱莎公主 #萌娃动画片 #冰雪女王动画片 #小猪佩奇动画片,2024-05-21 15:37:03,漫画丸子酱,36,0,16,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/ocEBKzJfRMDmiAAyIeyD9T1BgiMADFBN7TTtI4~tplv-dy-360p.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=202504170923055F7C28CA292F0058E96C&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=origin_cover&se=false&x-expires=1746061200&x-signature=smmGrjaMsKgXLGsP4bd18gzHCQs%3D
7470780802159217930,谁是真正的爱莎公主  #0到3岁早教启蒙动画片推荐 #益智玩具 #少儿益智动漫推荐 #萌知计划 #小猪佩奇,2025-02-13 20:00:00,增小易哆啦,43,0,35,https://p9-pc-sign.douyinpic.com/tos-cn-p-0015/oYBNIaCPBABICW7f7QcF8AfAt1ZMWWlhxafjrB~tplv-dy-360p.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250417092306A55A2446B4C40757A263&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=origin_cover&se=false&x-expires=1746061200&x-signature=fnypZe2XsbyKIiUBoEtEd2xI5uE%3D
7464808484752706866,#奥特曼儿童动画片 #儿童动画 #亲子互动 #赛罗奥特曼,2025-01-28 11:49:59,略略略,1214,36,535,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/o8kAOeDtFm8Gmpw5x9JgABVAV76QQCEfgnFcNE~tplv-dy-360p.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250417092306A55A2446B4C40757A263&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=origin_cover&se=false&x-expires=1746061200&x-signature=WeIOap10jBzp7hs7Koo%2FRIqTpDQ%3D
7404667499817618723,#儿童动画 #小猪佩奇 #睡前故事,2024-08-19 10:12:03,呦吼🙈🙉🙊,14,0,10,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/oofV7MhzgAG5f0HBTBUQzDMCXge7ACWFNFC788~tplv-dy-360p.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250417092306A55A2446B4C40757A263&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=origin_cover&se=false&x-expires=1746061200&x-signature=jdLutfkIZzQg7pEBU2ZCfTtB4o8%3D
7446705670579129600,跟好朋友一起去逛街 #奥特曼儿童动画片 #儿童动画 #二次元 #艾莎 #动画片,2024-12-10 17:01:26,艾莎公主,439,38,281,https://p9-pc-sign.douyinpic.com/tos-cn-p-0015/ow4MIBDDnBA1zBtFEeMAjAQtAAQYfWcgJ9Q21c~tplv-dy-360p.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250417092306A55A2446B4C40757A263&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=origin_cover&se=false&x-expires=1746061200&x-signature=UHww%2BYfF5deM8OXLYnw7XbhBVhU%3D
7387596036832890166,#小猪佩奇动画片 #儿童动画 #艾莎公主视频动画片 #爱莎公主 #动画片 @DOU+小助手,2024-07-04 10:05:58,网球世界,0,0,1,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/oEfzXIeWAFBQGG3iuAiGSIi4ASF4IgB7waANoA~tplv-dy-360p.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250417092306A55A2446B4C40757A263&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=origin_cover&se=false&x-expires=1746061200&x-signature=vodRFgvBo3TfnOeszgcgrFM315Q%3D
7372504839709920512,搭积木比赛投票：汪汪队小猪佩奇奥特曼艾莎公主猪猪侠白雪公主 #逗小孩笑的视频  #儿童动画片0-3岁益智  #早教启蒙动画  #亲子互动  #小熊巴博,2024-05-24 18:04:54,小熊巴博,2005,100,987,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/ocIGQCFfOqDvTjLgADDAQVU29JmgzBaAPGEAfG~tplv-dy-360p.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250417092306A55A2446B4C40757A263&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=origin_cover&se=false&x-expires=1746061200&x-signature=evKlrkuXVHCdbdU4zzcTW7Szby0%3D
7386810740671384886,#小猪佩奇动画片 #儿童动画 #爱莎公主 #艾莎公主视频动画片 #爱莎公主 @DOU+小助手,2024-07-02 07:18:43,网球世界,24,0,8,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/ogAeVmzBkxkEALF9KzIBXRANDOgfXVyDP2gIVD~tplv-dy-360p.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250417092306A55A2446B4C40757A263&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=origin_cover&se=false&x-expires=1746061200&x-signature=fJsCVsQpHTXQEMYQNlF%2B%2FuzBEkU%3D
7476291339391356195,#亲子互动 #3到6岁儿童益智早教动画 #少儿益智动漫推荐 #奥特曼儿童动画片 #启蒙早教,2025-02-28,小海绵儿童益智馆,5,0,0,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/okjhB8IQ7G48Wx4wfAFjfAyghANP3zMfX7cBXC~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=327834062&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=true&sh=323_430&x-expires=2060211600&x-signature=9B4K%2BYZCaT3BjmYfyYZu%2Fi97JKY%3D
7270310881601375543,第16集:#儿童动画 #动画小故事 #卡通动漫,2023-08-23,圆圆动画,23,0,0,https://p3-pc-sign.douyinpic.com/tos-cn-i-0813c001/oMFhAnVERAeVAtEbAgHlfCkUVD9h5AYIDIhCAT~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=327834062&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=true&sh=323_430&x-expires=2060211600&x-signature=o1fNvSVTZIlRbl5bhOzuJdZ5ado%3D
7458215418398870841,#3到6岁儿童益智早教动画 #少儿益智动漫推荐 #儿童启蒙早教益智动画片 #玩具视频及 #启蒙早教,2025-01-10,嫣嫣,15,0,0,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015c000-ce/oUAMuEQ5za4z5E3BAlIPZAiBBDrFvYSXiZvhT~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=327834062&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=true&sh=323_430&x-expires=2060211600&x-signature=yfIMzzj%2B4XdoCtvFIsmTb%2Bb6DnE%3D
7323613714513464576,#0~3岁的动画片 #启蒙早教 #儿童动画 #动画短片推荐,2024-01-14,LRH小宝,59,0,0,https://p9-pc-sign.douyinpic.com/tos-cn-i-0813c001/oElF9rgylICAAAARZCoeUFPDQ9nA5yA5sgb4e1~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2060211600&x-signature=ercWy8SiHpR5U5wfKui035WECAo%3D
7447523395547286819,#儿童启蒙益智动画0到3岁早教超级宝贝jojo #儿童动画 #奥特曼儿童动画片 #儿童玩具 #亲子互动,2024-12-13,郝甄希上号啦,7,0,0,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/okDXIEqTeDAl1gxnGdFjB7OBqBmA6CetQcfH1E~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=327834062&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=true&sh=323_430&x-expires=2060211600&x-signature=uTjHZ0v8PQDxdrIGoF9hZTHhaQg%3D
7494050199761898779,无描述,未知时间,未知作者,0,0,0,https://p11-webcast-sign.douyinpic.com/webcast-cover/7492320552980335379~tplv-qz53dukwul-common-resize:0:0.image?biz_tag=app_6383_webcast&from=webcast.room.pack&l=20250417092405A976DAAC1EFFA158299C&lk3s=39e7556e&s=douyin_pc_search&sc=webcast_cover&x-expires=1747445046&x-signature=ktXSAO%2F3lLSvqvCim9H3nyZhyuw%3D
7494045178164956456,无描述,未知时间,未知作者,0,0,0,https://p3-webcast-sign.douyinpic.com/webcast-cover/2be61c75aa9be253ea3ce925fad475ec.jpg~tplv-qz53dukwul-common-resize:0:0.image?biz_tag=app_6383_webcast&from=webcast.room.pack&l=20250417092405A976DAAC1EFFA158299C&lk3s=39e7556e&s=douyin_pc_search&sc=webcast_cover&x-expires=1747445046&x-signature=x3oFdbC5sblbQJV1rKgMBihkRZY%3D
