vd_id,vd_title,create_time,author_uid,author_nickname,enterprise_verify,likes,shares,collects,img_url
7470815462964890931,#少儿益智动漫推荐 #奥特曼儿童动画片 #3到6岁儿童益智早教动画片 #儿童启蒙早教益智动画片 #少儿动画片推荐,2025-02-13 16:19:47,2980145787058155,么么叽,,39359,526,15207,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/ogmb71OfPQaLBqBOVCWLOlWIQjGFfaAODAerlX~tplv-dy-360p.jpeg?lk3s=138a59ce&x-expires=1745305200&x-signature=Wuaaqkkv1xcN16xd8POZ4uYNHKk%3D&from=327834062&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=origin_cover&biz_tag=pcweb_cover&l=2025040815080304B78534168C1801B4A1
7487180923650215203,宝宝行为习惯培养——《经常挖鼻孔的危害》#儿童睡前故事 #绘本故事 #睡前故事 #儿童动画  #3-6岁儿童睡前故事推荐,2025-03-29 18:46:15,4273171992421884,图图儿童睡前故事（可教）,,5021,1158,3268,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/owhfAtnE9NcfL6LWzgB8RIb5IAlnbjDMUY4AFB~tplv-dy-360p.jpeg?lk3s=138a59ce&x-expires=1745305200&x-signature=%2FMsPcARL3rwa2Xo1zC7XdyFoB54%3D&from=327834062&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=origin_cover&biz_tag=pcweb_cover&l=2025040815081408D4B90C10BA61015F8C
7471954077539192124,儿童小朋友爱看的视频 #3到6岁儿童益智早教动画 #搞笑#儿童动画 #二次元 #童年动画,2025-02-16 17:58:07,1106544301997643,岳岳,,62553,352,23720,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015c000-ce/ocBZEKfBeIwsevzAvtyF62ENxCrAkisWiAn7Iw~tplv-dy-360p.jpeg?lk3s=138a59ce&x-expires=1745305200&x-signature=yZrvg5%2F7%2BybMp5T%2FL8w2njdqTa0%3D&from=327834062&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=origin_cover&biz_tag=pcweb_cover&l=202504081508267BCFF0D11451840144D5
7455229895766215945,#搞笑 #沙雕 #3到6岁儿童益智早教动画 #看一遍笑一遍笑得肚子疼 #儿童爱看的小视频,2025-01-02 16:20:25,1709065627501565,@舞舞姐,,59112,667,24887,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/oshxNqEQZPDVTI6zArAXi6NIEABiv3k2TLgZI~tplv-dy-360p.jpeg?lk3s=138a59ce&x-expires=1745305200&x-signature=6y5oKaY81fcxnWwrnOl%2BIEcES9E%3D&from=327834062&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=origin_cover&biz_tag=pcweb_cover&l=202504081508382B18546AEA9A9A01A309
7485619130263932219,#儿童动画 #超级宝贝jojo #3到6岁儿童益智早教动画  #搞笑 #学生党,2025-03-25 13:45:27,1141757455632800,42号,,240915,830,40495,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015c000-ce/osvAEeseXIAJQJq5PaQCiPCrPwiwuCBTzILe3i~tplv-dy-360p.jpeg?lk3s=138a59ce&x-expires=1745305200&x-signature=XnK4jkQZqwSAOFcUc7J1Zrw2x%2F4%3D&from=327834062&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=origin_cover&biz_tag=pcweb_cover&l=2025040815090152AC3AE5D59D8C01EA36
7484509817449532691,#儿童工程车动画片大全 #儿童挖掘机挖土视频 #3到6岁儿童益智早教动画 #儿童益智早教 #儿童挖掘机挖土视频,2025-03-22 14:01:01,772277910908604,倩倩,,13655,56,5266,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/owoQ4EaGPCUaH0OLIxvK3AgzBBSeev8Ax7gheV~tplv-dy-360p.jpeg?lk3s=138a59ce&x-expires=1745305200&x-signature=apn2Bt5XunEN6honrMM2hLub5bg%3D&from=327834062&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=origin_cover&biz_tag=pcweb_cover&l=202504081509124BD0434CFC20F5016EB8
7477835862131166518,#儿童挖掘机挖土视频 #3到6岁儿童益智早教动画 #奥特曼儿童动画片 #少儿益智动漫推荐 #儿童工程车动画片大全,2025-03-04 14:22:48,772277910908604,倩倩,,280,2,121,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/oAFfgYWcf1oLLL0GEFMAgfGdsMfAnJfHxmQn8U~tplv-dy-360p.jpeg?lk3s=138a59ce&x-expires=1745305200&x-signature=bt1p3iflvOca2SKGPP05bDitBF0%3D&from=327834062&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=origin_cover&biz_tag=pcweb_cover&l=202504081509230C98164B126B9A019924
7476226030898793766,#儿童动画 #动画 #简笔画 #儿童简笔画,2025-02-28 06:15:35,369060550287360,大依,,5834,369,3235,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/o4MAnVyZApfH44YfsfeIEHFnBIQlQCLBkuiAeG~tplv-dy-360p.jpeg?lk3s=138a59ce&x-expires=1745305200&x-signature=rLGR6Nlrxk8pXizT5%2B0n6Ll4564%3D&from=327834062&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=origin_cover&biz_tag=pcweb_cover&l=202504081509347094E3A0F77DA7018E77
7455864301056724261,#儿童动画 #动画片儿童视频3-6岁 #少儿益智动漫推荐 #益智少儿动画片推荐,2025-01-04 09:21:54,2681055921842427,风吹草动,,7082,69,3062,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/ooCpAjlenFJblBICIOED0TfHIOvqA0ceBG4PF7~tplv-dy-360p.jpeg?lk3s=138a59ce&x-expires=1745305200&x-signature=GqciQjEJiqdPOfAPbVlPFncYl%2FM%3D&from=327834062&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=origin_cover&biz_tag=pcweb_cover&l=20250408150946D89C7A92EA194701BAE9
7475276406361050425,变成喜欢的样子吃糖果#儿童动画 #二次元 #益智动画 #益智启蒙动画 #益智早教动画,2025-02-25 16:50:31,855847574450388,萌萌少儿动画,,2761,31,1193,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015c000-ce/o4ZnnJQQmA1jB9WWwIFLvheDZfMeqFYEEACW9I~tplv-dy-360p.jpeg?lk3s=138a59ce&x-expires=1745305200&x-signature=dz0kzjOYGMb0E7uE6kFiUAGnvSc%3D&from=327834062&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=origin_cover&biz_tag=pcweb_cover&l=2025040815095662843E5279E1C6017CAA
7458549541965417787,#想画就画 #跟着抖音学画画 #一学就会系列 #爱画画的孩子 #在家画画 @抖音小助手,2025-01-11 15:01:56,223925445857662,阳光人生百货,,312,14,159,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015c000-ce/oALuRFdBEQEQg9BtCEf52rfA7OjuPD8kJBesCK~tplv-dy-360p.jpeg?lk3s=138a59ce&x-expires=1745305200&x-signature=kIjxoZhxAp%2FFgWX%2F2XSSF08pnjo%3D&from=327834062&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=origin_cover&biz_tag=pcweb_cover&l=20250408151006FD19357D571FA40186A3
7480151541773651257,《生化危机》#和平精英地铁逃生#和平玩家过年方式#新春摸金狂欢季,2025-03-10 20:08:30,202760115729639,地铁动画 夜星,,8156,333,6151,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015c000-ce/oAA5IisdB8MmA1BhQXVZOyPBBOy7vKBtvIiPn~tplv-dy-360p.jpeg?lk3s=138a59ce&x-expires=1745305200&x-signature=DAKY11jescZhu1uRu%2FjvfEqvk50%3D&from=327834062&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=origin_cover&biz_tag=pcweb_cover&l=20250408151016728ABB1BEFA1B701596C
7464466357053148470,"#单机游戏 #恐怖游戏 #洗澡  
在浴室遇到伪人我可不会放过他😏😏",2025-01-27 13:42:36,1764035932994030,星宇游戏直播,,259,12,179,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/oseAxMD5FLPVlHX279FWAB8Amu7QQDCfgnxy0E~tplv-dy-360p.jpeg?lk3s=138a59ce&x-expires=1745305200&x-signature=yTSpQz1%2BbvBa4EP7rHCW3oCdmHE%3D&from=327834062&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=origin_cover&biz_tag=pcweb_cover&l=20250408151028001A25CBEF761701B970
7462288981745519908,诡异的饼干小镇，变成饼干人不要和大黑狗做朋友不然就会... #游戏解说 #游戏怪谈 #主机游戏推荐,2025-01-21 17:08:43,61720286216,奶昔玩游戏,,2989,163,1973,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/oMHreDBAogAtxgYgYFsezP4KeEYEEJnArPeev9~tplv-dy-360p.jpeg?lk3s=138a59ce&x-expires=1745305200&x-signature=AgVmPg%2BDhyfBH2NQ0B%2FqnNmNU2M%3D&from=327834062&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=origin_cover&biz_tag=pcweb_cover&l=2025040815103973EDE782A6C12701BFFB
7488116741587914042,佩奇末日逃生（上）#动画片,2025-04-01 07:17:41,110277629492,粉色小猪宝,,559,19,220,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015c000-ce/ooegAARnAePBkc8P7YaCJptKTIQQQBLWgXV1eG~tplv-dy-360p.jpeg?lk3s=138a59ce&x-expires=1745305200&x-signature=hcGHvRR3AEIw%2BGc9VmhSr8nHn3s%3D&from=327834062&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=origin_cover&biz_tag=pcweb_cover&l=2025040815105000BE6CFF2CDD9101A585
7486877267927256371,顽皮的小猫咪掉进了马桶 #萌宠出道计划 #猫咪 #猫咪的迷惑行为 #二次元,2025-03-28 23:07:49,1660684679257001,ai猫咪剧情,,10735,265,6429,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/oUPFIXDeqAc15jBYAjgia80NIfuMzpiBGB15mA~tplv-dy-360p.jpeg?lk3s=138a59ce&x-expires=1745305200&x-signature=nASQa%2Bek2hHTMWhZySpQMsN%2FBgo%3D&from=327834062&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=origin_cover&biz_tag=pcweb_cover&l=2025040815110100BE6CFF2CDD9101AAFC
7468833872277540096,猫咪救下卡皮巴拉。。。#萌宠出道计划 #内容启发搜索 #二次元 #猫咪 #治愈世界治愈你,2025-02-08 08:10:55,96125663758,Ai喵喵绘,,1498,35,869,https://p9-pc-sign.douyinpic.com/tos-cn-p-0015/ocV9fpEy0Q1lImNRAZ9uokgIDfALFABsBBlnpI~tplv-dy-360p.jpeg?lk3s=138a59ce&x-expires=1745305200&x-signature=92Gn3Hpgv7%2FGJXCK6HyiYVttsJ0%3D&from=327834062&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=origin_cover&biz_tag=pcweb_cover&l=202504081511128C71989B7882BC01ED63
7477106477019303220,猫爸出轨遭报应，猫妈带崽逆袭复仇！🐱🔥 #上热门 #万粉扶持计划 #抖音故事 #小猫AI视频 #萌宠出道计划,2025-03-02 15:18:07,97144755006,该死的心动,,1464,81,643,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/ogII7PyxiWIIBDRjBAgeWEiedY6AeLgGHlaCYA~tplv-dy-360p.jpeg?lk3s=138a59ce&x-expires=1745305200&x-signature=CuKNbBvClm9GFhQE51npVaKp2wA%3D&from=327834062&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=origin_cover&biz_tag=pcweb_cover&l=202504081511243ADD76073AA2F401B8A5
7460280150874148106,邪恶的老爷爷把小猫咪扔进海里，结果竟然.. #ai视频 #二次元 #猫咪 #萌宠出道计划 #内容启发搜索,2025-01-16 07:04:17,1660684679257001,ai猫咪剧情,,11423,218,5969,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/o0jeeneS4xIXfq1BTItgAQYfPgAZGljACb4jQf~tplv-dy-360p.jpeg?lk3s=138a59ce&x-expires=1745305200&x-signature=rbxIQLI%2B2N1aEz%2BySXVw7xwz6co%3D&from=327834062&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=origin_cover&biz_tag=pcweb_cover&l=20250408151135422DF76B99F25101E0FB
7462892986574130466,"猫咪会怎样救治生病住院的小猴子...
#AI绘画 #萌宠出道计划 #二次元 #内容启发搜索 #猫咪",2025-01-23 07:57:22,96125663758,Ai喵喵绘,,6235,154,3472,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/o0AqAAenNEMD69wQUEjfBFCk0DdxLYQsUqH0Qg~tplv-dy-360p.jpeg?lk3s=138a59ce&x-expires=1745305200&x-signature=NL2uiAgCAIJGR2L5ooIFVb%2FuAgA%3D&from=327834062&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=origin_cover&biz_tag=pcweb_cover&l=20250408151146F12CDA4545F17D01B0A5
7478951816726662400,不好，索尼克和小黄人发生了可怕的变异！ #瓜子二手车 #影视解说 #二次元  #索尼克#小黄人,2025-03-07 14:33:10,166735604880232,清崽影视,,911,17,452,https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/osnPDIKVrBUIpAF9eAzIgyjBzyAQgBfrPIkDE0~tplv-dy-360p.jpeg?lk3s=138a59ce&x-expires=1745305200&x-signature=V218XALCwiBcvoOaEdzl45fG7D4%3D&from=327834062&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=origin_cover&biz_tag=pcweb_cover&l=2025040815115856633FFB36B33101D7FF
